ticker,sector,E_score,S_score,G_score,weight,weight_norm
ASSET01692,Energy,44.55105662459513,53.70011877144287,65.80497826285564,0.25386312204543776,0.18443161273255188
ASSET01356,Finance,89.6911296012545,75.42051297323331,58.55289420672841,0.028221003857710786,0.022024713820761852
ASSET01336,Finance,61.50764509308746,71.19602577718797,50.316164139260735,0.25846318653427053,0.6269554040028416
ASSET01814,Industrial,23.433986468125113,55.523982989654414,72.08962295580244,0.08786049717708304,0.04955095218809012
ASSET01059,Finance,60.51722275191303,42.4993053470522,74.19773390973067,0.18834755924978672,0.19273050371503928
ASSET00286,Finance,56.46588756987933,68.50331947959012,80.09235896172156,0.25707999267530063,0.10851341375265933
ASSET00922,Consumer,33.26481757820946,47.63780099199428,63.38315236690597,0.11878954113458819,0.06213355207643765
ASSET01824,Industrial,66.84605531758744,43.56859640243614,54.82595380743698,0.0633335545529449,0.032065572953467174
ASSET01672,Healthcare,73.25574975143789,78.60491828863489,83.1028810088894,0.13676516396928717,0.12100248946265074
ASSET01418,Healthcare,53.014489302971974,81.4655831941858,55.86624341669283,0.28995298097429034,0.21853408571948013
ASSET00377,Healthcare,44.58958983605641,59.276945937493196,47.03918091016156,0.06027181596090383,0.051145015904490394
ASSET01651,Healthcare,64.07240341503524,48.50220417132508,74.29404710842039,0.045144716386197305,0.06110654282339345
ASSET01521,Utilities,42.69099968143553,51.88233442709637,74.03298529502828,0.09483258408509082,0.07396668681081617
ASSET01079,Tech,72.39444926236956,75.18838763588303,61.83387391588322,0.15586719728227522,0.16555670924277727
ASSET00099,Industrial,52.72885582913316,45.65937777651253,75.46507417342754,0.2596927237982051,0.2421454000535619
ASSET01997,Tech,57.81762549046897,66.30211616716561,62.58025934554152,0.2676953134967364,0.27282825587431236
ASSET00703,Healthcare,59.10421193661772,44.113505963285135,71.52390762679079,0.1367737606906456,0.07435345801965212
ASSET01725,Finance,37.86003853812882,63.246374751561156,74.05095766404105,0.09876998272885397,0.0654553769854799
ASSET01866,Finance,54.477401678360586,51.61396238903246,92.97562555994858,0.07131145764882524,0.035335469277461534
ASSET01848,Energy,70.58277860382964,59.26809573015328,66.20611434236429,0.21909819451611884,0.19377225296256212
ASSET01876,Finance,64.3172797106821,68.34211934461355,52.80830172953867,0.1812821844490497,0.3003905199756377
ASSET01615,Finance,53.87027128288673,54.83391536708609,69.81481978254004,0.046324017436469994,0.0939823189825149
ASSET01572,Consumer,76.30356069746622,81.95556037404947,71.79223240353683,0.06284737806447573,0.04400112044218747
ASSET01099,Consumer,71.27463492226745,64.58063093485262,55.44796087261632,0.06072969322042409,0.10323046326146332
ASSET00013,Consumer,46.309643287838114,56.70834147092216,82.60743190193827,0.30170708267741825,0.12007910556438957
ASSET01345,Tech,71.03725960026267,92.53719336729557,52.35860535955695,0.3854437409575806,0.30220486643386346
ASSET00171,Healthcare,52.47328029913291,38.42608415639077,53.7920835384047,0.0746772774132844,0.14370617399226182
ASSET01600,Tech,41.873879738009265,47.44252692399645,59.1291231450348,0.32489168786549644,0.1362869619991487
ASSET01211,Tech,79.79241613305523,73.20200475368834,82.83865298502747,0.4517200812607579,0.22154886099502066
ASSET01541,Healthcare,48.54160552189107,90.8344503193953,68.59366215645494,0.32096414889984826,0.2367304812022787
ASSET01210,Energy,89.66492964287642,69.04805726811458,64.94975068021304,0.15152087864848646,0.0917287344768474
ASSET00522,Industrial,56.81890534446418,57.869533607512516,69.43444261847829,0.018225595274967706,0.01622021052140179
ASSET00606,Utilities,81.63592194784063,85.68762395892367,76.14189478424451,0.23289246049290582,0.10614813203213383
ASSET00121,Tech,59.25461209397809,69.35500066825625,60.523401512175845,0.5003334241591506,0.33427794903943225
ASSET00050,Industrial,55.37419289648164,68.83419388140078,80.08932822883935,0.2359157945547138,0.3121308958942795
ASSET01385,Energy,82.44541881791014,68.1939375022116,48.788374465110586,0.2809975405184719,0.29765993523757095
ASSET00588,Finance,54.713183550632564,65.38144076211415,70.84651559674711,0.06867753579660499,0.073804877987451
ASSET01808,Industrial,48.20386426811295,56.85131584306658,72.29908466956479,0.28967521601045715,0.1640098123223168
ASSET01748,Healthcare,52.718193373050056,57.4121082938909,82.79254139060586,0.19147058223737806,0.18660940138692783
ASSET00215,Industrial,52.69049845666926,56.754565249035515,59.00392048705401,0.13018178623294027,0.17231281963143166
ASSET01278,Tech,75.02508833402487,64.01773669787727,67.24854955312183,0.04445844845332884,0.03328223002733121
ASSET01233,Finance,44.9194404313072,59.73590367826823,78.72970071602472,0.07204614560079403,0.11079291530589268
ASSET01399,Healthcare,72.19184961541892,69.6618887819601,59.698214128974726,0.14886018501298276,0.12290067575999059
ASSET00016,Healthcare,28.322244107868205,46.51533774864707,47.217843329013334,0.0650339779293964,0.09322264642510888
ASSET00017,Consumer,63.60943292231661,78.76827590813255,49.64782280700513,0.2442609571860348,0.2126280049027585
ASSET00975,Healthcare,65.74204527165483,59.26234075618317,75.34488053717601,0.2889279691764661,0.16161448384017282
ASSET00423,Consumer,81.40774387861805,82.57443058367608,79.01959319685439,0.3079680985351187,0.22397696725977653
ASSET01208,Consumer,55.78013185772183,50.89072436653123,82.42154618721239,0.21036624307316365,0.3218405915739078
ASSET00128,Tech,66.80592931269858,52.28701707770731,73.77669526994413,0.2292791384904245,0.21653263363803218
ASSET00024,Healthcare,67.62332408401187,60.56939000119335,77.96017669518001,0.14712680051483404,0.07391772686937856
ASSET00899,Tech,80.3532197536973,70.4018419872591,74.20321728116987,0.12257658556305567,0.061994726305017775
ASSET00730,Finance,72.5947893743822,54.211734761273874,67.77819875102531,0.25565850053866984,0.3491572614128653
ASSET01508,Consumer,46.626703910902634,61.343367217197354,76.94412685041243,0.10411494879572801,0.11673579651253004
ASSET00646,Industrial,77.78450340205112,62.86326519726719,74.07634212503264,0.06722475312211591,0.0562517936525736
ASSET01045,Utilities,50.456979374359214,61.843220901540846,73.59678325705164,0.31291854935986,0.24313779877889635
ASSET01140,Consumer,81.06680260712206,53.24749732065353,73.99006196403721,0.20808710950349943,0.24490248253306435
ASSET01402,Consumer,68.5048374635549,79.37000580746727,69.62952746291823,0.2569162726192951,0.3970380063312763
ASSET01580,Industrial,73.05864528081159,71.47069196670407,70.20963169750254,0.31895098283699497,0.5070414121305709
ASSET01889,Finance,71.7823950885417,69.50690876423063,65.14987971781966,0.17567441656581503,0.17271538086502428
ASSET01674,Healthcare,79.5735014377589,48.70037357210186,64.33068375134378,0.07004633155217968,0.0915433505694026
ASSET00234,Utilities,63.252639099571326,65.6506462123908,48.72477839742564,0.11999771950156554,0.21492563712537183
ASSET01588,Finance,35.6821625450503,62.6648789186559,68.48153409509003,0.29405996311960253,0.1260710347119985
ASSET00150,Energy,32.78129264173298,65.24855323990145,60.44651787283218,0.4228390806116325,0.41707671146512165
ASSET00425,Utilities,51.62826515355888,77.82337340686954,80.15403233662563,0.0034581238423431757,0.004024396495208967
ASSET01280,Finance,76.66506701702819,71.83036255044794,83.88974581440667,0.20330017674511006,0.12890331831293253
ASSET01598,Tech,51.28176807172958,66.56628784179435,76.77661020817193,0.1390323825498142,0.06701189367556473
ASSET01921,Industrial,46.85840313168644,67.83555033412854,72.03324948201904,0.05428151697091066,0.04787061664881479
ASSET00425,Industrial,49.894179595918374,68.04447192148469,72.04086724992473,0.04306582819100028,0.05011791825179343
ASSET01176,Utilities,40.724721412873485,68.73048684181923,85.0865182685945,0.23172286398869027,0.23062132525500395
ASSET01935,Industrial,51.70721031442708,52.10780595185382,73.41749049303752,0.3240397526982121,0.20495824159720896
ASSET01618,Healthcare,53.028827588220324,79.92056809158055,58.530094726433504,0.10855090139239101,0.1769379579453904
ASSET01042,Tech,21.30079476163678,75.77609518308115,74.3996963597494,0.09753350421554792,0.1386140504387863
ASSET01270,Energy,48.8189745842615,64.67154327143129,75.90058065374947,0.46852444140744154,0.4191910498009181
ASSET01403,Industrial,65.61972840594945,78.1828067735095,66.19520460194654,0.29137496953936415,0.30304642899847345
ASSET01851,Industrial,47.28238238816841,57.38233881475377,78.78123665523263,0.27597976558481885,0.12049993567151251
ASSET00281,Tech,81.95091194403935,56.140271791460364,73.27155121223953,0.070161504668364,0.16878970828160708
ASSET01228,Healthcare,51.12939732376198,47.20235151040245,67.15138391159309,0.13728658228321797,0.13860207428853671
ASSET01220,Utilities,69.05570264446429,52.81742040381033,75.58072813259201,0.13380054918950549,0.11590386396917228
ASSET01375,Industrial,71.19993722672977,69.29838451582526,69.78009956975234,0.14995149690237025,0.2813769877687734
ASSET00622,Industrial,72.05481516703298,57.80659424687406,60.36380720728894,0.21087590624622066,0.27721989756009585
ASSET01522,Energy,42.13132442192086,72.87341700156446,44.988924492339365,0.08973372609590763,0.04733831947488714
ASSET01712,Industrial,57.539468799986544,38.2439979269304,61.78677716775684,0.043887190663164065,0.12031088447241838
ASSET00208,Industrial,100.0,40.105181623101096,83.11540881714407,0.33494730726888866,0.347749291387288
ASSET01532,Consumer,69.15870429740981,63.797614297997846,68.37244003996622,0.010678806372000336,0.011866425857000725
ASSET00676,Utilities,54.41863245039678,55.66988178649584,71.69746670144745,0.2559658214650364,0.15947551623669382
ASSET00725,Finance,59.468096797274264,63.21104466553311,73.40919097380436,0.26457315843508106,0.1799936671996824
ASSET01607,Energy,46.80530722871645,79.98671714475549,56.553325671334605,0.1942074843274293,0.18978092788563547
ASSET01481,Energy,48.91977293389837,47.392137445525606,60.51992801118282,0.19742640268954534,0.21684074798709063
ASSET01041,Consumer,72.33637834061352,45.385364677474804,61.96667184727606,0.10578917761495826,0.053902069505086025
ASSET01984,Energy,40.21595593907326,66.82749877609042,66.07975487067965,0.30913745646570934,0.15048230777291172
ASSET01504,Healthcare,44.10711922844917,80.80943429595942,69.94158491952491,0.048011378600436444,0.16266819462834492
ASSET01805,Industrial,53.341448498624544,37.79758866904838,73.16179537260342,0.30591313504297757,0.2926724588680705
ASSET01749,Consumer,74.66634766613664,77.58410426790198,82.15073863957288,0.0563708178091453,0.03665624009362282
ASSET01365,Tech,76.01352605170868,42.67686869143299,68.4825740768976,0.06208671323454663,0.0323105122932937
ASSET01349,Utilities,42.14486058283039,81.01288861418381,66.55254241982847,0.47297200923937843,0.2575706047357621
ASSET00367,Energy,23.798125848496,47.36391703387194,80.7858911638992,0.21624373248239773,0.12817411044806662
ASSET01743,Healthcare,87.91095602114011,91.89603843955146,81.69230307331196,0.10189135563779399,0.07614792948652406
ASSET00824,Tech,58.29481370452227,70.02672429064731,63.70353459847456,0.10988605745663999,0.19984093145918294
ASSET01891,Energy,63.16070114419036,78.39751961648294,84.20360882983175,0.004176720274602994,0.004893164256238505
ASSET00453,Industrial,69.47075400844406,50.27069387716189,86.57979600372131,0.07302915463659866,0.05110392874083405
ASSET00213,Tech,72.4659410065637,68.7893086836708,68.27824241394336,0.20677415203394778,0.13868504447152766
ASSET01264,Tech,38.0909306041808,75.55076520047544,74.2476449905485,0.18919080574694572,0.18601755505287093
ASSET01984,Industrial,68.56455930185926,73.61686206807349,65.95684304707567,0.11775583801675703,0.057321330326919974
ASSET01494,Energy,59.96716293318374,80.50632328352472,62.972938616025665,0.34916446583546895,0.4730618914853548
ASSET00810,Tech,81.15327714503721,75.25598087200189,43.87392553880871,0.1034047268412565,0.2702981233108317
ASSET00346,Finance,67.1833560468432,45.272063025637365,70.85849356734725,0.07099225206892937,0.0853055987497237
ASSET00092,Finance,49.89626367050754,65.58578907760678,67.57974443668255,0.08009232138953168,0.04790296268885262
ASSET01506,Utilities,59.07487386073138,60.75280220271992,68.9248887734813,0.07648203457710051,0.0693974347654359
ASSET01472,Healthcare,46.943219750705495,51.531003874482614,52.08375710368786,0.2953468397870275,0.20499426154124578
ASSET00727,Tech,98.59097498003493,70.19809789782737,76.8370501896741,0.14329232996776212,0.06130668374282857
ASSET00305,Energy,73.8019864863205,59.87305566719217,87.07643635769051,0.3105517874679162,0.12237958606252
ASSET01570,Finance,37.75625121902891,76.31233982930164,68.87076291421809,0.325738011114396,0.1158227446631265
ASSET00252,Finance,65.61106282310179,57.21199785450684,68.41836459423952,0.07259786529903559,0.0610625469747604
ASSET01751,Healthcare,62.07519827342398,77.5502220469765,65.66829768969644,0.31395533261160474,0.37555309208940335
ASSET00434,Healthcare,74.44729383820366,94.4363092817472,64.7256190163354,0.13558953926457512,0.14640130691334124
ASSET01538,Consumer,42.1416492173845,54.955569691026646,79.08986680572504,0.10001613524931437,0.04337536576032353
ASSET01386,Industrial,93.64670525127326,63.9868622189922,70.43814926961754,0.16664188700427973,0.4112464673732416
ASSET01137,Utilities,47.91246181190162,71.41826784088668,81.717004038846,0.2671395588294164,0.2680962758508675
ASSET00517,Energy,59.82951982165843,58.69884290317439,71.65082691964155,0.31228191446419024,0.26646597980210346
ASSET01609,Consumer,84.70665582694171,67.58344754167415,69.9887175128445,0.04205968843213649,0.05193372869854312
ASSET01928,Healthcare,88.30112859276355,64.13801896576042,72.75406753448698,0.06801673315901416,0.034386350107495085
ASSET01405,Finance,52.75279161629109,73.2955249353109,55.54350277465288,0.3341494938519095,0.15466195067123958
ASSET00747,Tech,46.27629977084483,71.40660258543117,84.79142956212638,0.08533690174646379,0.10732572004475864
ASSET00458,Energy,60.4597578065774,67.88457644538663,53.71619009523954,0.175373560439609,0.1120274233678306
ASSET01757,Consumer,48.19143370437005,76.65412602940334,84.21202707303452,0.02508001046635739,0.015064178952136032
ASSET01434,Tech,69.9376733840646,61.348632940119096,79.97678574441616,0.08041493045601315,0.07400521900636155
ASSET00442,Finance,63.59041206188045,61.53974418050804,86.59464645404802,0.23451990774482626,0.15383984108930898
ASSET00270,Consumer,53.68634779676695,63.13087656722921,61.41677598586145,0.10484276573480791,0.09787146663926766
ASSET01752,Tech,62.852362525810165,75.00867872863623,59.384567243245364,0.09168249266748757,0.1229217848059394
ASSET01134,Consumer,58.41281081838246,78.61370593532394,83.30366068689743,0.0733516052376766,0.14790173450129984
ASSET01798,Healthcare,81.40148403854752,57.361807642784335,75.91888542110206,0.14216863623839637,0.1283761610014198
ASSET01180,Utilities,51.491807830038525,71.00648820401781,74.3096304123826,0.21536966139225835,0.16973039400139842
ASSET01394,Consumer,64.98717708648627,87.47065195226645,67.82078019467168,0.32928315191874813,0.3864778313900666
ASSET00780,Healthcare,66.84679390353614,55.380642545902,75.20412394048441,0.19201501118396952,0.31142230115801844
ASSET00495,Finance,82.27314292386588,77.66642080399275,70.89448042177088,0.265201043985238,0.38545755450761265
ASSET01911,Tech,42.90321719979359,77.87600803118775,61.11041534797617,0.13141321791189814,0.2865987429148684
ASSET00508,Healthcare,39.34913203218686,49.59007988989873,59.06946614762013,0.2155139420213318,0.4520141502963642
ASSET01049,Finance,46.1077517741139,56.71933725810245,88.96910044048548,0.13829554539321143,0.18269571461941725
ASSET00198,Utilities,55.04000426115877,69.3735590982577,73.82970530595959,0.284553882032121,0.16668379456053406
ASSET01547,Finance,66.4004092951841,34.32479222635992,65.46126025625549,0.34435971688342537,0.1902417761043656
ASSET01227,Healthcare,63.01293394803476,79.25502746024621,75.71800474785786,0.05703784288518721,0.07871492937924737
ASSET01988,Healthcare,80.2779726573225,78.26312036915616,70.86472008439617,0.1090208452728542,0.10642708975721742
ASSET00310,Tech,62.75438307937293,58.557803348268955,58.30566432730176,0.05461153656512503,0.04710641549727524
ASSET00013,Utilities,40.63371077003114,71.62679626468913,72.16994810666814,0.36410805097519183,0.14491462613968864
ASSET00436,Utilities,49.403402787537345,60.103477648011804,74.20124568916464,0.13132157783797857,0.09311591232815222
ASSET00085,Healthcare,67.46383842296565,54.909622117053445,63.320799811808655,0.2847638487520424,0.11990216697682399
ASSET00284,Energy,41.58884263461192,61.40465366210512,62.58334720027936,0.2089389001309972,0.10992385226624633
ASSET00914,Tech,54.914570440778114,57.63386195236639,73.64971102109219,0.14339746451778979,0.14079657383103655
ASSET01791,Industrial,50.34421547017412,65.08042009570012,73.34381988446034,0.17271226014761779,0.07801428538111925
ASSET00381,Energy,84.45504949405964,55.87527623750481,55.42151813968438,0.2909239010643586,0.21101381251110157
ASSET00284,Healthcare,41.20900088473098,81.11755935809842,60.545613585920336,0.32838714658823637,0.17276620181817548
ASSET00295,Consumer,73.3020743016005,52.6391035484444,77.3287441966277,0.1502848595239446,0.10461713775917686
ASSET00284,Tech,66.13186360829036,64.92721138538398,55.799062325352544,0.10105308049623156,0.053164556167149574
ASSET00744,Energy,55.45165676391956,81.3804813591334,35.52780126958009,0.3107469201850847,0.2492326850829676
ASSET00920,Tech,29.307510596080945,59.289222115916346,55.661579991278124,0.1214648460767801,0.08780192273766513
ASSET01395,Consumer,88.14133787021228,77.08610065367746,69.99451155441749,0.3078197799591898,0.200688993593632
ASSET00372,Consumer,55.28229033812391,80.58479705378272,66.13408514403159,0.40371244739183054,0.24596086563022015
ASSET00259,Tech,94.76321212524078,64.98981554655967,59.46979323301866,0.16101648852918868,0.14819742298469535
ASSET01701,Tech,59.30385215245541,73.32104205908622,82.83161178026545,0.04119444656035115,0.035241206628149904
ASSET00929,Utilities,84.28190128706348,59.27190749901022,74.34541450222144,0.17119258927503855,0.09666944451301497
ASSET00006,Finance,73.82253723190512,63.07828967331255,55.11060092502907,0.14549039253197904,0.24288229306814427
ASSET01188,Tech,43.88724221056406,52.78318920289131,62.93362136327109,0.17823209928767603,0.15264824961130088
ASSET01827,Industrial,48.9708540659931,75.60360207264412,56.48394552670766,0.5636918417959654,0.254269151785144
ASSET00568,Tech,86.07418199166571,67.91738450438667,82.67692243055541,0.20398644700152244,0.09861574473660846
ASSET00380,Tech,56.32771269310538,63.01024812078842,96.80599407202288,0.2381040210772465,0.15919879043604818
ASSET01987,Tech,65.66383032208415,73.49212406354961,74.52987841146684,0.3333097363761287,0.17347754426182432
ASSET00897,Healthcare,50.972320089700816,66.68326132049121,69.0868641099937,0.5744789092148906,0.6896918199006237
ASSET00155,Consumer,75.38154006299804,58.30243990803357,69.62713142496855,0.12325101061274596,0.09897571971870117
ASSET01030,Utilities,78.85239665753072,55.72512016340642,75.52755726071636,0.10669333651566834,0.07240502829708018
ASSET00518,Finance,69.39649140651578,73.69611388964239,53.98408529247959,0.4425043398107846,0.35298257491931295
ASSET01852,Tech,56.770660770589764,87.36708558364853,69.43321143710534,0.04818705209550794,0.0529538785918815
ASSET01386,Tech,62.45059244782229,84.02601957889208,93.06472877206866,0.23177714739032837,0.5719902408430584
ASSET00400,Finance,82.57755982332374,66.51715209248012,70.71901499683938,0.15462044072859837,0.13610188642576582
ASSET01011,Tech,73.99435718277398,72.77812329067676,69.1215271799339,0.11813068000319295,0.04888675154390896
ASSET00469,Industrial,67.64919131041854,66.93372662701636,78.17430269788126,0.08594101997686093,0.10138992560243244
ASSET00599,Energy,52.91196134418355,56.10138651487721,70.32812439383717,0.06329362512839116,0.05692044346519448
ASSET01158,Energy,59.76130947991335,51.46546337604027,82.97255074651719,0.1269785761801746,0.179583869012711
ASSET01889,Tech,43.50094182779985,56.638714022552264,76.73578662610888,0.4575193506372188,0.44981295764725865
ASSET00058,Tech,47.83512658539748,62.23578330161556,58.00339414864332,0.2170024453590849,0.21201838775402582
